col_67
0.0
0.0
0.0
113360.75
34373.8666667
0.0
52712.6979167
0.0
149.875
0.0
0.0
0.0
0.0
0.0
20602.1818182
478.666666667
14.3333333333
277.571428571
665.0
799.75
1697.69230769
0.0
0.0
360336.0
0.0
1218.81818182
0.0
24098.0186916
0.0
35.6136363636
148637.657143
0.0
22385.9237288
0.0
796.3
0.0
0.0
1414.23076923
148.0
416404.666667
0.0
0.0
543.181818182
59051.5166667
589.0
88.0
0.0
0.0
0.0
43896.5165563
0.0
346611.433962
0.0
587.0
0.0
0.0
343342.75
31035.7862069
0.0
14100.6484018
0.0
0.0
381.4
406.857142857
564376.666667
0.0
0.0
346304.428571
0.0
0.0
0.0
677.829268293
0.0
0.0
1353.04545455
342.666666667
48612.6138614
0.0
442.545454545
0.0
0.0
260.272727273
0.0
0.0
0.0
0.0
369.777777778
18161379.7143
23282.398773
0.0
0.0
0.0
0.0
18605.4084507
69681.2528736
0.0
0.0
0.0
591.0
381867.214286
0.0
88693.0697674
0.0
20439.4797297
840.25
0.0
0.0
555.25
0.0
622.5
0.0
0.0
34359.3809524
323.888888889
17133.5327103
164.5
420.583333333
0.0
0.0
90760.2631579
0.0
0.0
78.4545454545
0.0
0.0
774.444444444
828.505494505
0.0
19283.6016949
0.0
0.0
1285.71428571
0.0
0.0
0.0
0.0
22545.5034965
384.75
0.0
0.0
401.125
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
12344.4055944
68.6666666667
0.0
28834.3813559
153617.111111
0.0
25296.7142857
446.0
37901.1515152
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
228.555555556
0.0
0.0
0.0
0.0
0.0
0.0
8914.23033708
0.0
0.0
0.0
731.142857143
0.0
0.0
149305.84
41762.4054054
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
667.3
0.0
0.0
0.0
113588.55814
0.0
0.0
0.0
0.0
33295.7911111
17568.2601626
25781.4255319
0.0
0.0
0.0
58274.7009346
0.0
1060.75
468.0
582.527777778
0.0
0.0
77285.7941176
0.0
0.0
0.0
0.0
1444.0
0.0
0.0
0.0
0.0
0.0
0.0
1728.43636364
0.0
0.0
0.0
25314.1056338
0.0
0.0
23090.7701149
0.0
454.73364486
16026.1764706
203216.285714
80747.4166667
0.0
303.655172414
103344.758621
0.0
0.0
0.0
13408.3333333
0.0
0.0
23413.1230769
0.0
0.0
0.0
0.0
0.0
0.0
746.85915493
0.0
88716.4545455
19973.6426593
0.0
18863.0070922
6333.25
0.0
34118.4230769
0.0
19692.5037594
0.0
0.0
28224.8543689
807.75
0.0
18675.529703
109011.065574
446.0
445.696969697
0.0
173.956521739
0.0
0.0
0.0
0.0
